doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	expectation
journal.ppat.1002801.pdf	RELATION_GENEHPOTERM_journal.ppat.1002801.pdf_106_106_35_35_60_61	IL-6/HP:0012125|Prostate cancer	{35}	{60,61}	{As,we,have,also,shown,that,T.,mzginalis,induces,IL-6,in,PECs,(,unpublished,data,),",",we,hypothesize,that,this,stimulation,is,",",likewise,",",due,to,the,downstream,binding,of,HMGA1,to,the,IL-6,promoter,that,has,binding,sites,for,the,protein,",",thereby,providing,increased,IL-6,expression,",",which,can,then,reinforce,the,cascade,and,contribute,to,prostate,cancer,progression,by,a,separate,",",related,mechanism,.}	0.968
SCPDFS_20809.pdf	RELATION_GENEHPOTERM_SCPDFS_20809.pdf_539_539_0_0_9_10	CYP11A1/HP:0000147|Polycystic ovaries	{0}	{9,10}	{CYP11A1,and,CYP17,promoter,polymorphisms,associate,with,hyperandrogenemia,in,polycystic,ovary,syndrome,.}	0.814
journal.pbio.1000249.pdf	RELATION_GENEHPOTERM_journal.pbio.1000249.pdf_964_964_29_29_36_36	AF4/HP:0001909|Leukemia	{29}	{36}	{Estable,KIC,",",Naghavi,1,"\\\\",IH,",",Kato,H,",",Xiao,H,",",Qn,J,",",et,al.,(,2002,),KICEF,",",the,newest,member,of,the,AF4,family,of,transcription,factors,involved,in,leukemia,",",is,a,positive,transcription,elongation,factor-b,~,associated,protein,.}	0.882
journal.pone.0043295.pdf	RELATION_GENEHPOTERM_journal.pone.0043295.pdf_65_65_9_9_26_26	merlin/HP:0002861|Melanoma	{9}	{26}	{This,fact,",",coupled,with,the,emerging,role,of,merlin,in,the,non-NF2,associated,tumors,",",led,us,to,investigate,the,role,for,merlin,in,human,melanoma,growth,.}	0.86
SCPDFS_19474.pdf	RELATION_GENEHPOTERM_SCPDFS_19474.pdf_111_111_46_46_59_60	TTC8/HP:0000973|Cutis laxa	{46}	{59,60}	{From,these,",",sequence,mutations,in,some,genes,have,been,described,in,diseases,or,syndromes,such,as,:,Leber,congenital,amaurosis,(,OMIM,612712,),and,SPATA7,gene,",",Krabbe,disease,(,OMIM,245200,),and,GALC,gene,",",Bardet-Biedl,syndrome,(,OMIM,209900,),and,TTC8,gene,",",spinocerebellar,ataxia,with,axonal,neuropathy,(,OMIM,607250,),",",cutis,laxa,type,I,(,OMIM,219100,),and,FBLN5,gene,",",achondrogenesis,type,lA,(,OMIM,200600,),and,TRIP11,gene,;,Machado-Joseph,disease,(,OMIM,109150,),and,AIXN3,gene,.}	0.94
journal.pone.0098792.pdf	RELATION_GENEHPOTERM_journal.pone.0098792.pdf_34_34_0_0_21_21	HEPH/HP:0001903|Anemia	{0}	{21}	{HEPH,was,identiﬁed,in,1999,by,Vulpe,et,al.,who,mapped,the,mutated,gene,responsible,for,the,phenotype,of,the,sex-linked,anemia,(,sla,),mouse,[,1,],.}	0.966
journal.pone.0076340.pdf	RELATION_GENEHPOTERM_journal.pone.0076340.pdf_65_65_3_3_23_25	HDAC/HP:0012192|Cutaneous T-cell lymphoma	{3}	{23,24,25}	{One,of,these,HDAC,inhibitors,",",suberoylanilide,hydroxamic,acid,(,SAHA,),",",has,been,Food,and,Drug,Administration,approved,for,patients,with,cutaneous,T-cell,lymphoma,who,have,failed,prior,therapies,[,6,],.}	0.862
journal.pone.0043090.pdf	RELATION_GENEHPOTERM_journal.pone.0043090.pdf_465_465_11_11_20_20	IDH1/HP:0002664|Neoplasm	{11}	{20}	{Green,A,",",Beer,P,(,2010,),Somatic,mutations,of,IDH1,and,IDH2,in,the,leukemic,transformation,of,myeloproliferative,neoplasms,.}	0.966
journal.pone.0088088.pdf	RELATION_GENEHPOTERM_journal.pone.0088088.pdf_460_460_28_28_33_33	SLC2A9/HP:0001997|Gout	{28}	{33}	{Li,C,",",Chu,N,",",VVang,B,",",VVang,],",",Luan,],",",et,al.,(,2012,),Polymorphisms,in,the,presumptive,promoter,region,of,the,SLC2A9,gene,are,associated,with,gout,in,a,Chinese,male,population,.}	0.802
journal.pone.0094968.pdf	RELATION_GENEHPOTERM_journal.pone.0094968.pdf_825_825_26_26_34_36	JNK/HP:0002860|Squamous cell carcinoma	{26}	{34,35,36}	{Yunoki,T,",",Kariya,A,",",Kondo,T,",",Hayashi,A,",",Tabuchi,Y,(,2013,),The,combination,of,silencing,BAG3,and,inhibition,of,the,JNK,pathway,enhances,hyperthermia,sensitivity,in,1uman,oral,squamous,cell,carcinoma,cells,.}	0.984
journal.pone.0095058.pdf	RELATION_GENEHPOTERM_journal.pone.0095058.pdf_92_92_15_15_7_8	PC3/HP:0012125|Prostate cancer	{15}	{7,8}	{Cell,Culture,Adherent,monolayer,cultures,of,human,prostate,cancer,cell,lines,LNCaP,",",DUI45,",",PC3,and,PC3M,were,maintained,in,RPMI,1640,medium,supplemented,with,10,%,F,BS,and,100,mmol,/,L,each,of,penicillin,and,streptomycin,.}	0.854
journal.pone.0055520.pdf	RELATION_GENEHPOTERM_journal.pone.0055520.pdf_199_199_20_20_24_25	CD133/HP:0012254|Ewing's sarcoma	{20}	{24,25}	{Jiang,X,",",Gvvye,Y,",",Russell,D,",",Cao,C,",",Douglas,D,",",et,al.,(,2010,),CD133,expression,in,chemo-resistant,Ewing,sarcoma,cells,.}	0.86
journal.pone.0025564.pdf	RELATION_GENEHPOTERM_journal.pone.0025564.pdf_148_148_3_3_9_10	FBP1/HP:0003003|Colon cancer	{3}	{9,10}	{(,A,),FBP1,expression,in,human,liver,and,colon,cancer,cell,lines,and,normal,controls,were,determined,by,Real-Time,RT,.}	0.894
SCPDFS_19059.pdf	RELATION_GENEHPOTERM_SCPDFS_19059.pdf_158_158_51_51_28_28	POF/HP:0010296|Ankyloglossia	{51}	{28}	{MAGT1,X,—,linked,immunodeﬁciency,with,magnesium,defect,A1137/1,Menkes,disease,",",occipital,hom,syndrome,",",spinal,muscular,atrophy,PGK1,Phosphoglycerate,kinase,1,deﬁciency,TBX22,Cleft,palate,with,ankyloglossia,BRWD3,Mental,retardation,",",X,—,linked,POU3F4,Deafness,",",X,—,linked,ZNF711,Mental,retardation,",",X,—,linked,CHM,Choroidermia,POF,1B,Premature,ovarian,failure}	0.994
journal.pgen.1002427.pdf	RELATION_GENEHPOTERM_journal.pgen.1002427.pdf_279_279_7_7_32_34	DOLK/HP:0006829|Severe muscular hypotonia	{7}	{32,33,34}	{In,contrast,",",the,two,families,with,DOLK,mutations,originally,described,by,Kranz,et,al,[,9,],showed,a,severe,congenital,multisystem,phenotype,including,a,variable,presentation,of,cardiac,failure,",",severe,muscular,hypotonia,",",and,ichthyosis,",",with,epilepsy,due,to,hypsarrhythmia,",",microcephaly,and,visual,impairment,",",leading,to,death,within,6,months,after,birth,.}	0.91
journal.pone.0032418.pdf	RELATION_GENEHPOTERM_journal.pone.0032418.pdf_51_51_33_33_13_13	MUC16/HP:0002090|Pneumonia	{33}	{13}	{Data,presented,in,this,manuscript,show,that,the,epidemic,disease-causing,species,of,S.,pneumoniae,secretes,a,zinc,metalloproteinase,",",ZmpC,",",that,selectively,induces,ectodomain,shedding,of,MUC16,and,that,the,removal,of,MUC16,compromises,MAM,glycocalyx,barrier,function,",",enhancing,internalization,of,the,bacterium,.}	0.898
SCPDFS_40764.pdf	RELATION_GENEHPOTERM_SCPDFS_40764.pdf_11_11_22_22_34_34	E2/HP:0010980|Hyperlipoproteinemia	{22}	{34}	{Studies,have,shown,that,there,are,at,least,two,genetic,variants,of,the,apoE,phenotype,that,may,be,clinically,relevant,:,the,E2,allele,",",which,may,confer,extended,longevity,and,is,associated,with,hyperlipoproteinemia,type,III,(,8,),;,and,the,E4,allele,",",which,is,correlated,with,an,increased,risk,for,CHD,",",AD,",",and,other,neurologic,diseases,(,2,",",10,),.}	0.96
journal.pgen.1000561.pdf	RELATION_GENEHPOTERM_journal.pgen.1000561.pdf_1000_1000_28_28_37_37	IKBKAP/HP:0002459|Dysautonomia	{28}	{37}	{Cuajungco,MP,",",Leyne,M,",",Mull,J,",",Gill,SP,",",Lu,VV,",",et,al.,(,2003,),Tissue,~,speciﬁc,reduction,in,splicing,efficiency,of,IKBKAP,due,to,the,major,mutation,associated,with,familial,dysautonomia,.}	0.94
SCPDFS_27830.pdf	RELATION_GENEHPOTERM_SCPDFS_27830.pdf_34_34_27_27_58_58	239FB/HP:0000526|Aniridia	{27}	{58}	{Recently,",",we,identiﬁed,a,novel,family,of,genes,expressed,in,human,brain,(,Schwartz,et,a1.,",",1995,),",",one,member,of,which,",",gene,239FB,from,fetal,brain,library,",",has,been,assigned,to,the,chromosome,llpl,3,—,pl4,boundary,region,associated,with,the,mental,retardation,component,of,the,WAGR,(,Wilms,tumor,",",aniridia,",",genitourinary,anomalies,",",mental,retardation,),syndrome,(,Schwartz,et,al.,",",1994,),.}	0.994
journal.pone.0039460.pdf	RELATION_GENEHPOTERM_journal.pone.0039460.pdf_301_301_2_2_19_23	TLR2/HP:0004880|Respiratory infections in early life	{2}	{19,20,22,23}	{Absence,of,TLR2,and,4,reduces,|,FNy,release,and,proliferation,of,ex,—,vivo,stimulated,T-cells,during,Chlamydia,respiratory,infection,in,early,life,The,release,of,IFNV,and,the,proliferation,of,T-cells,that,release,this,and,other,cytokines,are,important,factors,in,the,clearance,of,Chlamydia,[,6,",",l1,",23,25,26",],",",therefore,",",we,then,investigated,the,impact,of,the,absence,of,TLR2,and,4,on,these,responses,during,the,later,stages,of,disease,(,14,dpi,),.}	0.838
journal.pone.0024787.pdf	RELATION_GENEHPOTERM_journal.pone.0024787.pdf_404_404_20_20_36_38	FKBP12/HP:0001645|Sudden cardiac death	{20}	{36,37,38}	{VVehrens,XHT,",",Lehnart,SE,",",Huang,F,",",Vest,JA,",",Reiken,SR,",",et,al.,(,2003,),FKBP12,.6,deficiency,and,defective,calcium,release,channel,(,ryanodine,receptor,),function,linked,to,exercise-induced,sudden,cardiac,death,.}	0.892
journal.pgen.1000318.pdf	RELATION_GENEHPOTERM_journal.pgen.1000318.pdf_401_401_22_22_28_30	GATA2/HP:0001677|Coronary artery disease	{22}	{28,29,30}	{Connelly,],],",",VVang,T,",",Cox,],E,",",Haynes,C,",","V\\\\/ang",L,",",et,al.,(,2006,),GATA2,Is,Associated,with,Familial,Early-Onset,Coronary,Artery,Disease,.}	0.908
journal.pone.0039412.pdf	RELATION_GENEHPOTERM_journal.pone.0039412.pdf_36_36_38_38_78_78	moesin/HP:0100008|Schwannoma	{38}	{78}	{|,nt,|,-,oduction,The,tumor,suppressor,gene,NF2,",",located,on,chromosome,22,at,22,ql2,.2,",",encodes,the,protein,merlin,[,4,],",",also,called,schwannomin,[,5,],",",an,ezrin,",",moesin,and,radixin,(,ERM,),family,protein,that,associates,the,actin,cytoskeleton,with,the,cell,membrane,[,6,],". . . .",Schwann,cell-specific,knockout,of,merlin,in,mice,leads,to,initiation,through,compression,of,neurologic,structures,and,obstruction,of,of,schwannomas,[,7,],likely,through,1055,Ofinhihition,of,the,AKT,cerebrospinal,ﬂuid,ﬂow,.}	0.934
journal.pone.0049045.pdf	RELATION_GENEHPOTERM_journal.pone.0049045.pdf_303_303_9_9_29_29	AF9/HP:0001909|Leukemia	{9}	{29}	{Interestingly,",",three,of,the,transcription-associated,ALKBH4,partners,",",AF9,",",ENL,and,p300,",",have,all,been,reported,to,be,fused,to,the,histone,methyltransferase,MLL,in,mixed-lineage,leukemia,(,MLL,),[,"37,61,62",],",",which,is,characterized,by,abberant,H3K79,dimethylation,profiles,[,63,],.}	0.978
journal.pone.0089094.pdf	RELATION_GENEHPOTERM_journal.pone.0089094.pdf_410_410_24_24_30_31	DNAI1/HP:0012265|Ciliary dyskinesia	{24}	{30,31}	{Zietkiewicz,E,",",Nitka,B,",",Voelkel,K,",",Skrzypczak,U,",",Bukowy,Z,",",et,al.,(,2010,),Population,speciﬁcity,of,the,DNAI1,gene,mutation,spectrum,in,primary,ciliary,dyskinesia,(,PCD,),.}	0.96
SCPDFS_26164.pdf	RELATION_GENEHPOTERM_SCPDFS_26164.pdf_326_326_0_0_20_20	ON/HP:0002861|Melanoma	{0}	{20}	{ON,induction,system,will,enable,us,to,examine,in,detail,whether,similar,mechanisms,contribute,to,regulation,of,proliferation,of,malignant,melanoma,cells,by,p15,.}	0.826
SCPDFS_4902.pdf	RELATION_GENEHPOTERM_SCPDFS_4902.pdf_715_715_0_0_13_13	PAX6/HP:0000528|Anophthalmia	{0}	{13}	{PAX6,gene,dosage,effect,in,a,family,with,congenital,cataracts,",",aniridia,",",anophthalmia,and,central,nervous,system,defects,.}	0.998
journal.pone.0043475.pdf	RELATION_GENEHPOTERM_journal.pone.0043475.pdf_43_43_6_6_20_21	PAPSS2/HP:0002651|Spondyloepimetaphyseal dysplasia	{6}	{20,21}	{A,truncation,mutation,of,the,human,PAPSS2,gene,was,reported,in,a,Pakistani,family,suffering,from,a,novel,form,of,spondyloepimetaphyseal,dysplasia,(,SEMD,),[,"7,8",],.}	0.978
journal.pone.0010263.pdf	RELATION_GENEHPOTERM_journal.pone.0010263.pdf_243_243_5_5_16_16	BCL3/HP:0002665|Lymphoma	{5}	{16}	{The,common,deleted,genes,included,BCL3,",",which,is,known,to,be,mutated,in,B,cell,lymphomas,(,Table,3,),.}	0.942
journal.pone.0081411.pdf	RELATION_GENEHPOTERM_journal.pone.0081411.pdf_453_453_20_20_36_37	adiponectin/HP:0012125|Prostate cancer	{20}	{36,37}	{Schenk,JM,",",Kristal,AR,",",Neuhouser,ML,",",Tangen,CM,",",White,E,et,al.,(,2009,),Serum,adiponectin,",",C-peptide,and,Ieptin,and,risk,of,symptomatic,benign,prostatic,hyperplasia,:,results,from,the,Prostate,Cancer,Prevention,Trial,.}	0.932
journal.pone.0056140.pdf	RELATION_GENEHPOTERM_journal.pone.0056140.pdf_47_47_15_15_3_4	p27/HP:0004943|Accelerated atherosclerosis	{15}	{3,4}	{Loss,of,p27,accelerates,atherosclerosis,in,apoE-null,mice,[,19,],whereas,upregulated,expression,of,p27,contributes,to,the,anti-proliferative,effect,of,rapamycin,after,vascular,injury,[,"20,21",],.}	0.884
journal.pone.0068366.pdf	RELATION_GENEHPOTERM_journal.pone.0068366.pdf_165_165_17_17_3_4	HFE/HP:0012125|Prostate cancer	{17}	{3,4}	{M,Ab,Sensitizes,Prostate,Cancer,Cells,to,Radiation,in,vivo,Previous,studies,demonstrate,that,[,32-M,and,HFE,play,an,important,role,in,cancer,progression,p,~,Inhibition,of,B2-M,",",using,anti-,[,32-M,Ab,has,been,shown,to,induce,cell,death,in,several,cancers,including,prostate,cancer,.}	0.954
SCPDFS_40812.pdf	RELATION_GENEHPOTERM_SCPDFS_40812.pdf_130_130_14_14_30_31	CUTL1/HP:0012324|Myeloid leukemia	{14}	{30,31}	{The,PMS2L8,gene,at,7q22,also,appears,to,reside,in,a,region,near,the,CUTL1,gene,that,is,frequently,deleted,or,rearranged,in,leiomyomas,(,35,),and,in,some,myeloid,leukemias,(,6,",",11,",",29,),.}	0.94
journal.pone.0055652.pdf	RELATION_GENEHPOTERM_journal.pone.0055652.pdf_60_60_33_33_5_5	p53/HP:0100843|Glioblastoma	{33}	{5}	{Cell,Culture,and,Treatments,Human,glioblastoma,A172,(,p53,wild-type,),",",Ull8MG,(,p53,wild-type,),",",U87MG,(,p53,wild-type,),",",LN18,(,p53,mutant,),",",and,T98G,(,p53,mutant,),cell,lines,were,obtained,from,the,American,Type,Culture,Collection,(,ATCC,",",Manassas,",",VA,",",USA,),.}	0.996
journal.pone.0005907.pdf	RELATION_GENEHPOTERM_journal.pone.0005907.pdf_35_35_5_5_26_27	LD/HP:0100318|Lafora bodies	{5}	{26,27}	{Lafora,progressive,myoclonus,epilepsy,(,LD,",",OMIM,254780,),is,a,fatal,autosomal,recessive,neurodegenerative,disorder,characterized,by,the,presence,of,glycogen-like,intracellular,inclusions,named,Lafora,bodies,(,see,[,1,],and,[,2,],for,review,),.}	0.936
SCPDFS_24946.pdf	RELATION_GENEHPOTERM_SCPDFS_24946.pdf_854_854_14_14_22_23	IL6/HP:0012324|Myeloid leukemia	{14}	{22,23}	{Suppression,of,c-myc,and,-,myb,is,tightly,linked,to,terminal,differentiation,induced,by,IL6,or,LIF,and,not,growth,inhibition,in,myeloid,leukemia,cells,.}	0.986
journal.pone.0011691.pdf	RELATION_GENEHPOTERM_journal.pone.0011691.pdf_49_49_15_15_28_34	BAF/HP:0002846|Abnormality of B cells	{15}	{28,29,34}	{Based,upon,ﬁndings,in,these,mice,",",it,has,been,proposed,that,increased,levels,of,BAF,F,breach,B,cell,tolerance,in,lupus,by,enhancing,survival,of,selfreactive,B,cells,",",thus,allowing,their,abnormal,entry,into,the,mature,follicular,compartment,where,they,can,receive,T,cell,help,[,21,],.}	0.892
gb-2007-8-1-401.pdf	RELATION_GENEHPOTERM_gb-2007-8-1-401.pdf_35_35_40_40_10_10	TWIST1/HP:0003006|Neuroblastoma	{40}	{10}	{Among,the,genes,that,are,more,highly,expressed,in,unfavorable,neuroblastomas,than,in,favorable,ones,and,neuroblasts,",",the,proven,oncogenic,transcription,factor,MYCN,emerges,(,and,putative,downstream,genes,KIFAP3,",",OPHN1,",",RGS7,",",ASCL1,",",ODC1,",",TWIST1,and,TYMS,",",according,to,NBGS,),",",as,well,as,several,other,genes,that,have,been,identiﬁed,or,studied,in,the,context,of,neuroblastoma,such,as,ALK,and,PRAME,",",and,positional,candidates,on,17q,including,BIRC5,and,RN,U2,.}	0.978
SCPDFS_20271.pdf	RELATION_GENEHPOTERM_SCPDFS_20271.pdf_480_480_8_8_14_16	CYP21/HP:0008258|Congenital adrenal hyperplasia	{8}	{14,15,16}	{The,frequency,of,eight,common,point,mutations,in,CYP21,gene,in,Iranian,patients,with,congenital,adrenal,hyperplasia,.}	0.956
journal.pone.0072105.pdf	RELATION_GENEHPOTERM_journal.pone.0072105.pdf_308_308_8_8_26_26	U50HG/HP:0002665|Lymphoma	{8}	{26}	{Zl/Iyc,",",a,possible,transcriptional,regulator,of,human,U50HG,gene,[,22,],",",and,B516,",",a,transcriptional,repressor,in,relation,to,translocation,in,human,lymphoma,[,17,],",",were,detected,at,similar,expression,levels,in,the,wild-type,and,AmU50,<,HG,.1,",",),IIIICC,X,+,頒,+}	0.984
SCPDFS_41053.pdf	RELATION_GENEHPOTERM_SCPDFS_41053.pdf_1872_1872_20_20_4_4	p11/HP:0002665|Lymphoma	{20}	{4}	{A,syndrome,of,lymphoblastic,lymphoma,",",eosinophilia,",",and,myeloid,hyperplasia/malignancy,associated,with,t,(,8,;,13,),(,p11,;,q11,),:,Description,of,a,distinctive,clinicopathologic,entity,.}	0.976
journal.pone.0044973.pdf	RELATION_GENEHPOTERM_journal.pone.0044973.pdf_484_484_25_25_7_7	SLC4A4/HP:0000526|Aniridia	{25}	{7}	{OPTC,Possible,POAG,[,"102,103",],PAX6,Aniridia,with,secondary,glaucoma,[,104,],RHO,Increased,in,optic,nerve,of,glaucoma,patients,[,21,],SLC4A4,*,Glaucoma,[,"105,106",],SOD1,Increased,in,retina,in,experimental,OHT,[,107,],Mutations,in,mouse,cause,retinal,ganglion,cell,los,[,108,]}	0.91
journal.pone.0067139.pdf	RELATION_GENEHPOTERM_journal.pone.0067139.pdf_316_316_22_22_25_25	IDH2/HP:0009733|Glioma	{22}	{25}	{Yan,H,",",Parsons,DVV,",",Jin,G,",","1\\\\/IcLendon",R,",",Rasheed,BA,",",et,al.,(,2009,),IDHl,and,IDH2,mutations,in,gliomas,.}	0.942
SCPDFS_41857.pdf	RELATION_GENEHPOTERM_SCPDFS_41857.pdf_114_114_9_9_30_31	pS2/HP:0002511|Alzheimer disease	{9}	{30,31}	{It,has,",",however,",",been,reported,that,the,pS2,/,BCEI,gene,is,present,in,normal,dosage,in,two,patients,with,Down,syndrome,and,in,three,patients,with,sporadic,Alzheimer,disease,(,5,),.}	0.998
journal.pone.0042826.pdf	RELATION_GENEHPOTERM_journal.pone.0042826.pdf_407_407_18_18_25_26	GSTP1/HP:0012125|Prostate cancer	{18}	{25,26}	{Ntais,C,",",Polycarpou,A,",",Ioannidis,JPA,(,2005,),Association,of,GSTlVI1,",",GSTT1,",",and,GSTP1,gene,polymorphisms,with,the,risk,of,prostate,cancer,:,A,meta,»,analysis,.}	0.894
journal.pone.0068083.pdf	RELATION_GENEHPOTERM_journal.pone.0068083.pdf_675_675_42_43_32_32	erythropoietin_receptor/HP:0001901|Polycythemia	{42,43}	{32}	{Divoky,V,",",Liu,Z,",",Ryan,Tl,"\\\\",’,I,",",Prcha1JF,",",Townes,Tl,"\\\\",’,I,",",et,al.,(,2001,),l,"\\\\",’,Iouse,model,of,congenital,polycythemia,:,Homologous,replacement,of,murine,gene,by,mutant,human,erythropoietin,receptor,gene,.}	0.914
SCPDFS_50788.pdf	RELATION_GENEHPOTERM_SCPDFS_50788.pdf_43_43_13_13_38_38	NF/HP:0002665|Lymphoma	{13}	{38}	{ALL,",",lymphoma,",",multiple,myeloma,",",various,solid,tumors,[,7,],NF,—,n,<,B,Breast,",",pancreatic,",",prostate,",",colon,",",lung,",",ovarian,",",thyroid,",",bladder,",",melanoma,",",leukemia,",",lymphoma,[,"2,3",],AP,—,1,Breast,",",colon,",",lung,",",endometrial,",",ovarian,",",cervical,",",bladder,",",osteosarcoma,",",Hodgkin,[,"2,3",],Steroid,hormone,Breast,",",endometrial,",",prostate,[,"2,3",],receptors,STAT3,Colon,",",NSCLC,",",head,and,neck,",",lung,",",breast,",",prostate,",",hepatocellular,",",sarcoma,",",glioma,",",lymphoma,",",[,8,]}	0.998
SCPDFS_3231.pdf	RELATION_GENEHPOTERM_SCPDFS_3231.pdf_302_302_4_4_6_7	ER81/HP:0002070|Limb ataxia	{4}	{6,7}	{Mice,carrying,mutations,in,ER81,exhibit,limb,ataxia,and,abnormal,ﬂexor,—,extensor,posturing,of,their,limbs,and,proprioceptive,la,afferents,are,lost,(,Arber,et,al.,",",2000,),.}	0.998
journal.pone.0033251.pdf	RELATION_GENEHPOTERM_journal.pone.0033251.pdf_19_19_36_36_41_42	MED12/HP:0000131|Uterine leiomyoma	{36}	{41,42}	{Citation,:,McGuire,MM,",",Yatsenko,A,",",Hoffner,L,",",Jones,M,",",Surti,U,",",et,al.,(,2012,),Whole,Exome,Sequencing,in,a,Random,Sample,of,North,American,Women,with,Leiomyomas,Identifies,MED12,Mutations,in,Majority,of,Uterine,Leiomyomas,.}	0.934
journal.pone.0005674.pdf	RELATION_GENEHPOTERM_journal.pone.0005674.pdf_605_605_5_5_2_2	AIM2/HP:0002861|Melanoma	{5}	{2}	{Absent,in,melanoma,2,(,AIM2,),has,recently,been,identiﬁed,as,a,cytoplasmic,DNA,sensor,",",which,activates,caspase-1,leading,to,maturation,of,pro-IL-1,[,3,[,55,—,58,],.}	0.956
journal.pone.0044782.pdf	RELATION_GENEHPOTERM_journal.pone.0044782.pdf_244_244_0_0_7_8	B1/HP:0000855|Insulin resistance	{0}	{7,8}	{B1,"\\"","\\"",Mice,are,Lean,but,Insulin,Resistant,Next,",",we,wanted,to,determine,how,the,expression,of,kinin,B1R,in,adipocytes,could,impact,whole,body,metabolism,.}	0.822
