doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	expectation
journal.pmed.1000220.pdf	RELATION_GENEHPOTERM_journal.pmed.1000220.pdf_58_58_2_2_22_22	COPD/HP:0004326|Cachexia	{2}	{22}	{Patients,with,COPD,have,peripheral,lung,inflammation,that,may,spill,over,into,the,systemic,circulation,",",leading,to,skeletal,muscle,weakness,and,cachexia,and,increasing,propensity,to,cardiovascular,",",metabolic,",",and,bone,diseases,",",and,depression,.}	0.724
journal.pone.0057922.pdf	RELATION_GENEHPOTERM_journal.pone.0057922.pdf_174_174_29_29_10_10	C2/HP:0002861|Melanoma	{29}	{10}	{C,Mismatching,Enhances,the,Potency,of,Allogeneic,NK,Cells,Against,Melanoma,Cells,Two,representative,low,passage,melanoma,cell,lines,",",homozygous,either,for,CI,(,Mel008,),or,for,C2,(,MelIo,),",",were,tested,in,killing,assays,in,HLA,.}	0.796
journal.pone.0003565.pdf	RELATION_GENEHPOTERM_journal.pone.0003565.pdf_524_524_9_9_41_41	FR/HP:0002863|Myelodysplasia	{9}	{41}	{NIoodyJL,",",Xu,L,",",Helgason,CD,",",Jirik,FR,(,2004,),Anemia,",",thrombocytopenia,",",leukocytosis,",",extramedullary,hematopoiesis,",",and,impaired,progenitor,function,in,Pten,+,/,*,SHIP,*,/,*,mice,:,a,novel,model,of,myelodysplasia,.}	0.714
journal.pone.0055975.pdf	RELATION_GENEHPOTERM_journal.pone.0055975.pdf_659_659_45_45_81_81	p53/HP:0009733|Glioma	{45}	{81}	{Mitotic,Roles,of,Polo-Like,Kinase,Cell,Cycle,:,GZIM,DNA,Damage,Checkpoint,Regulation,Cell,Cycle,Control,of,Chromosomal,Replication,Mismatch,Repair,in,Eukaryotes,Role,of,CHK,Proteins,in,Cell,Cycle,Checkpoint,Control,Cyclins,and,Cell,Cycle,Regulation,ATM,Signaling,Sonic,Hedgehog,Signaling,Pyrimidine,Metabolism,_,p53,Signaling,Hereditary,Breast,Cancer,Signaling,Role,of,BRCA1,in,DNA,Damage,Response,Myc,Mediated,Apoptosis,Signaling,Aryl,Hydrocarbon,Receptor,Signaling,Eicosanoid,Signaling,TR/RXR,Activation,Extrinsic,Prothrombin,Activation,Pathway,RAN,Signaling,is-Adrenergic,Signaling,Bladder,Cancer,Signaling,Glioma,Signaling,Folate,Biosynthesis,DNA,Methylation,and,Transcriptional,Repression,Signaling,Purine,Metabolism,IGF-1,Signaling}	0.65
SCPDFS_41113.pdf	RELATION_GENEHPOTERM_SCPDFS_41113.pdf_1020_1020_6_6_3_3	AZF/HP:0000027|Azoospermia	{6}	{3}	{Human,Y,chromosome,azoospermia,factors,(,AZF,),mapped,to,different,subregions,in,Yq11,.}	0.412
gb-2007-8-6-r114.pdf	RELATION_GENEHPOTERM_gb-2007-8-6-r114.pdf_790_790_22_22_31_31	CHRFAM7A/HP:0100753|Schizophrenia	{22}	{31}	{Flomen,RH,",",Collier,DA,",",Osborne,S.,Munro,J,",",Breen,G.,St,Clair,D.,Makoff,AJ,:,Association,study,of,CHRFAM7A,copy,number,and,2,bp,deletion,polymorphisms,with,schizophrenia,and,bipolar,affective,disorder,.}	0.788
journal.pone.0064053.pdf	RELATION_GENEHPOTERM_journal.pone.0064053.pdf_134_134_8_8_19_20	GC/HP:0001402|Hepatocellular carcinoma	{8}	{19,20}	{Summary,of,associations,between,SNPs,in,CYPZRI,",",GC,",",and,DHCR7,",",and,HCV,—,re,|,ated,hepatocellular,carcinoma,development,.}	0.468
journal.pone.0018257.pdf	RELATION_GENEHPOTERM_journal.pone.0018257.pdf_149_149_24_24_20_20	GNA11/HP:0002861|Melanoma	{24}	{20}	{Another,MEKl,/,2,inhibitor,",",GSK1,120212,",",is,in,Phase,II,for,BRAF-mutant,melanoma,as,well,as,for,melanomas,with,GNAQ,and,GNA11,mutations,.}	0.48
journal.pgen.0020128.pdf	RELATION_GENEHPOTERM_journal.pgen.0020128.pdf_456_456_35_35_45_46	MELAS/HP:0002401|Stroke-like episodes	{35}	{45,46}	{Kobayashi,Y,",",Momoi,MY,",",Tominaga,K,",",Momoi,T,",",Nihei,K,",",et,al.,(,1990,),A,point,mutation,in,the,mitochondrial,tRNA,(,Leu,),(,UUR,),gene,in,MELAS,(,mitochondrial,myopathy,",",encephalopathy,",",lactic,acidosis,and,stroke-like,episodes,),.}	0.57
journal.pone.0037026.pdf	RELATION_GENEHPOTERM_journal.pone.0037026.pdf_522_522_22_22_27_29	CT/HP:0009126|Increased adipose tissue	{22}	{27,28,29}	{Baba,S,",",],acene,HA,",",Engles,],1,"\\\\",’,I,",",Honda,H,",",VVahl,RL,(,2010,),CT,Hounsfield,units,of,brown,adipose,tissue,increase,with,activation,:,preclinical,and,clinical,studies,.,]}	0.41
journal.ppat.1003751.pdf	RELATION_GENEHPOTERM_journal.ppat.1003751.pdf_229_229_3_3_7_7	CIITA/HP:0002665|Lymphoma	{3}	{7}	{LANA,expression,represses,CIITA,expression,in,B,lymphoma,cells,.}	0.506
SCPDFS_44735.pdf	RELATION_GENEHPOTERM_SCPDFS_44735.pdf_34_34_11_11_2_3	CCD/HP:0002047|Malignant hyperthermia	{11}	{2,3}	{However,",",malignant,hyperthermia,seems,to,be,associated,more,frequently,with,CCD,than,with,any,of,the,other,muscle,disorders,.}	0.736
journal.pone.0050970.pdf	RELATION_GENEHPOTERM_journal.pone.0050970.pdf_393_393_30_30_38_38	5-HT2C/HP:0100660|Dyskinesia	{30}	{38}	{VVil1Iert,B,",",Al,Hadithy,AF,",",Sing,VI,],",",lVIatroos,G,",",Hoek,HVV,",",et,al.,(,2009,),The,role,of,dopamine,D3,",",5-HT2A,and,5-HT2C,receptor,variants,as,pharmacogenetic,determinants,in,tardive,dyskinesia,in,African,~,Caribbean,patients,under,chronic,antipsychotic,treatment,:,Curacao,extrapyramidal,syndromes,study,IX,.,]}	0.534
journal.pone.0023626.pdf	RELATION_GENEHPOTERM_journal.pone.0023626.pdf_82_82_2_2_12_12	C3b/HP:0002090|Pneumonia	{2}	{12}	{Brieﬂy,",",C3b,deposition,was,investigated,by,incubating,107,CFU,of,S.,pneumoniae,with,10,pl,of,pooled,human,serum,(,diluted,to,20,%,in,PBS,),for,20,minutes,at,30,°,C,or,37,°,C.,After,two,washes,in,PBS-Tween,20,(,0.01,%,),",",C3b,bound,to,the,different,strains,was,labeled,with,50,pl,of,a,1/500,dilution,of,ﬂuorescein,isothiocyanate-conjugated,polyclonal,goat,anti-human,C3b,antibody,(,ICN,),.}	0.628
journal.pone.0072622.pdf	RELATION_GENEHPOTERM_journal.pone.0072622.pdf_50_50_2_2_9_9	DCX/HP:0002282|Heterotopia	{2}	{9}	{Doublecortin,(,DCX,),is,mutated,in,subcortical,band,heterotopia,(,SBH,),",",a,severe,human,cortical,malformation,characterized,by,cortical,neuronal,somata,present,in,the,white,matter,.}	0.726
journal.pone.0006986.pdf	RELATION_GENEHPOTERM_journal.pone.0006986.pdf_75_75_15_15_8_11	ALL/HP:0006727|T-cell acute lymphoblastic leukemias	{15}	{8,9,10,11}	{Four,T-cell,neoplasia,entities,were,included,:,precursor,T-cell,acute,lymphoblastic,leukemia,(,T,-,ALL,",",n,=,18,),",",sorted,CD3-positive,cells,of,T-cell,prolymphocytic,leukemia,(,T-PLL,",",n,=,4,),",",anaplastic,large,cell,lymphoma,(,ALCL,",",n,=,3,),and,peripheral,T-cell,lymphoma,(,PTCL,",",n,=,5,),.}	0.418
journal.pone.0029012.pdf	RELATION_GENEHPOTERM_journal.pone.0029012.pdf_478_478_29_29_20_20	DNA-PKcs/HP:0001251|Ataxia	{29}	{20}	{Chen,BP,",",Uematsu,N,",",Kobayashi,J,",",Lerentha_l,Y,",",Krempler,A,",",et,al.,(,2007,),Ataxia,telangiectasia,mutated,(,ATNI,),is,essential,for,DNA-PKcs,phosphorylation,at,the,Thr-2609,cluster,upon,DNA,double,strand,break,.}	0.678
journal.pone.0066322.pdf	RELATION_GENEHPOTERM_journal.pone.0066322.pdf_444_444_18_18_26_27	DAG/HP:0000855|Insulin resistance	{18}	{26,27}	{The,absence,of,insulin,signaling,impairments,coincide,with,the,lack,of,higher,IMCL,content,and,no,differences,in,DAG,or,ceramide,in,the,skeletal,muscle,of,insulin,resistant,obese,men,",",which,in,turn,are,consistent,with,our,measurements,showing,uncompromised,mitochondrial,function/B-oxidation,and,mitochondrial,morphology,.}	0.64
journal.pone.0070804.pdf	RELATION_GENEHPOTERM_journal.pone.0070804.pdf_418_418_37_37_8_8	FAK/HP:0002669|Osteosarcoma	{37}	{8}	{Others,have,reported,that,generalized,SFK,inhibition,in,osteosarcoma,cells,results,in,apoptosis,",",which,was,attributed,to,inhibition,of,the,FAK/pl30CAS,signaling,axis,[,38,],",",however,",",we,did,not,ﬁnd,any,changes,in,FAK,activity,(,pY397,and,pY925,),with,expression,of}	0.66
SCPDFS_39594.pdf	RELATION_GENEHPOTERM_SCPDFS_39594.pdf_376_376_10_10_7_8	DAZ/HP:0003251|Male infertility	{10}	{7,8}	{the,therapeutic,potential,of,DAZL1,overexpression,in,infertile,males,with,DAZ,deletion,.}	0.454
journal.pone.0075378.pdf	RELATION_GENEHPOTERM_journal.pone.0075378.pdf_179_179_35_35_43_43	CT/HP:0001297|Stroke	{35}	{43}	{Intercept,ODT,up,to,1h,ODT,more,than,2h,ODT,unknown,NIHSS,O,to,4,Clinical,syndrome,TACS,Clinical,syndrome,POCS,Ambulance,with,emergency,doctor,General,emergency,department,Radiology,department,distant,Imaging,other,than,native,CT,Laboratory,diagnostic,POCT,Laboratory,diagnostic,blood,count,Stroke,unit,7,Stroke,unit,4,Stroke,unit,13,Year,2005,Year,2012}	0.414
journal.pone.0102483.pdf	RELATION_GENEHPOTERM_journal.pone.0102483.pdf_765_765_26_26_33_35	FVT1/HP:0007269|Spinal muscular atrophy	{26}	{33,34,35}	{Krebs,S,",",Medugorac,I,",",Rother,S,",",Strasser,K,",",Forster,M,(,2007,),A,missense,mutation,in,the,3,~,ketodihydrosphingosine,reductase,FVT1,as,candidate,causal,mutation,for,bovine,spinal,muscular,atrophy,.}	0.624
SCPDFS_38512.pdf	RELATION_GENEHPOTERM_SCPDFS_38512.pdf_96_96_11_11_23_23	DBL/HP:0002665|Lymphoma	{11}	{23}	{The,MCF2,gene,encodes,the,proto,—,oncogenic,form,of,the,DBL,oncogene,that,was,originally,isolated,from,a,human,difﬁrse,B,cell,lymphoma,[,9,],and,produces,a,925-amino,—,acid,",",cytoskeleton,—,associated,protein,that,shares,signiﬁcant,similarity,with,the,yeast,cell,division,cycle,protein,Cdc24,.}	0.794
journal.pone.0064544.pdf	RELATION_GENEHPOTERM_journal.pone.0064544.pdf_768_768_36_36_39_39	Ki/HP:0002665|Lymphoma	{36}	{39}	{Shimakage,IVI,",",Dezawa,T,",",Tamura,S,",",Tabata,T,",",Aoyagi,N,",",et,al.,(,1993,),A,Ki-1,»,positive,cell,line,expressing,Epstein-Barr,virus,antigens,",",established,from,a,child,with,Ki,~,l-positive,lymphoma,.}	0.786
journal.pone.0070979.pdf	RELATION_GENEHPOTERM_journal.pone.0070979.pdf_32_32_43_43_32_32	Pr/HP:0011675|Arrhythmia	{43}	{32}	{CHD,contains,15,clinical,types,at,least,and,its,morbidity,and,mortality,are,signiﬁcantly,greater,than,that,of,the,general,ihdh/idua1S,=,even,after,effective,Surgical,of,clinical,manifestations,for,CHD,including,arrhythmia,cardiac,Correction,[,451,Despite,its,high,prevalence,and,pohr,Pr,°,$,“,°,SiS,=,contractility,defects,",",cardiac,structural,defects,and,premature,the,causes,of,CHD,are,largely,unknown,.}	0.518
journal.pone.0075337.pdf	RELATION_GENEHPOTERM_journal.pone.0075337.pdf_627_627_31_31_19_22	H2AX/HP:0011133|Increased sensitivity to ionizing radiation	{31}	{19,20,21,22}	{Bassing,CH,",",Chua,KF,",",Sekiguchi,J,",",Suh,H,",",Whitlow,SR,et,al.,(,2002,),Increased,ionizing,radiation,sensitivity,and,genomic,instability,in,the,absence,of,histone,H2AX,.}	0.454
SCPDFS_37838.pdf	RELATION_GENEHPOTERM_SCPDFS_37838.pdf_154_154_9_9_38_40	P2RY5/HP:0002296|Progressive hypotrichosis	{9}	{38,40}	{Similarly,",",following,our,identiﬁcation,of,a,mutation,in,P2RY5,in,this,hypotrichosis,family,",",we,obtained,a,more,thorough,clinical,history,of,the,patients,and,discovered,that,they,had,indeed,been,born,with,woolly,sparse,hair,that,progressed,to,hypotrichosis,by,the,age,of,5,.}	0.542
journal.pone.0016916.pdf	RELATION_GENEHPOTERM_journal.pone.0016916.pdf_179_179_8_8_16_17	ZIC1/HP:0003003|Colon cancer	{8}	{16,17}	{Our,results,suggest,that,induction,of,apoptosis,by,ZIC1,may,be,associated,with,Bcl-xl/Bad/Caspase3,cascade,in,colon,cancer,cells,.}	0.764
journal.pone.0071003.pdf	RELATION_GENEHPOTERM_journal.pone.0071003.pdf_89_89_13_13_3_3	A2/HP:0000518|Cataract	{13}	{3}	{terms,:,“,cataract,”,",",“,EPHA2,”,or,“,Eph-receptor,tyrosinekinase-type,A2,”,and,“,genetic,variant,”,or,“,polymorphism,”,.}	0.466
journal.pone.0019659.pdf	RELATION_GENEHPOTERM_journal.pone.0019659.pdf_137_137_27_27_11_11	FANCD/HP:0100843|Glioblastoma	{27}	{11}	{Effect,of,FANCDl/BRCA2,siRNA,on,ACNU,or,TMZ,sensitivity,in,A172,glioblastoma,cells,To,test,whether,this,result,was,pertinent,to,chemotherapy,agents,used,against,glioblastomas,",",FANCD,],/,BRCA2,expression,was,silenced,using,siRNA,in,A172,glioblastoma,cells,",",and,clonogenic,survival,assays,and,MTS,assays,were,then,performed,with,these,cells,.}	0.422
SCPDFS_1116.pdf	RELATION_GENEHPOTERM_SCPDFS_1116.pdf_781_781_44_44_51_53	YAP/HP:0002860|Squamous cell carcinoma	{44}	{51,52,53}	{Vluramatsu,",",T.,",",lmoto,",",l.,",",Matsui,",",T,",",",",Kozaki,",",K.,",",Haruki,",",S.,",",Sudol,",",M.,",",Shimada,",",Y.,",",Tsuda,",",H,",",",",Kawano,",",T.,",",lnazawa,",",J.,",",2011,",",YAP,is,a,candidate,oncogene,for,esophageal,squamous,cell,carcinoma,.}	0.512
journal.pone.0025610.pdf	RELATION_GENEHPOTERM_journal.pone.0025610.pdf_17_17_32_32_30_30	CD4/HP:0002090|Pneumonia	{32}	{30}	{Citation,:,Glennie,SJ,",",Sepako,E,",",Mzinza,D,",",Harawa,V,",",Miles,DJC,",",et,al.,(,2011,),Impaired,CD4,T,Cell,Memory,Response,to,Streptococcus,pneumoniae,Precedes,CD4,T,Cell,Depletion,in,HIV-Infected,Malawian,Adults,.}	0.466
