doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
journal.pone.0076947.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0076947.pdf_515_515_24_24_39_40	BMPR2/HP:0002092|Pulmonary hypertension	{24}	{39,40}	{Hamid,R,",",Hedges,LK,",",Austin,E,",",Phillips,JA,3rd,",",Loyd,JE,et,al.,(,2010,),Transcripts,from,a,novel,BMPR2,termination,mutation,escape,nonsense,mediated,decay,by,downstream,translation,re-initiation,:,implications,for,treating,pulmonary,hypertension,.}	{"doi :10.1164 / rccm.200602-1650C .","PubMed : 16728714 ."}	{"Clin Genet 77 : 280-286 .","doi :10.1111 / j.1399-0004 .2009.01311 ."}	0.764	0.194	0.998	{DEP_PATH_[nn-prep_from|nonsense-dep|(-nsubj|JE@dobj-prepc_for|treat-dep|implication-prep_by|re-initiation],DEP_PATH_POS_[nn-prep_from|NN-dep|FW-nsubj|NNP@dobj-prepc_for|VBG-dep|NNS-prep_by|NN],POS_SEQ_[NN_NN_NN_NN_VBD_NN_IN_JJ_NN_NN_:_NNS_IN_VBG],VERB_DEP_PATH_POS_[mediate]_[nn-prep_from|NN-dep|FW-nsubj|NNP@]_[dobj-prepc_for|VBG-dep|NNS-prep_by|NN@],"WORD_SEQ_[termination mutation escape nonsense mediate decay by downstream translation re-initiation : implication for treat]",VERB_DEP_PATH_[mediate]_[nn-prep_from|nonsense-dep|(-nsubj|JE@]_[dobj-prepc_for|treat-dep|implication-prep_by|re-initiation@]}	{0.218815,0.218815,0.218815,0.218815,0.218815,0.218815}
SCPDFS_1271.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_1271.pdf_803_803_18_18_1_2	SOX9/HP:0012245|Sex reversal	{18}	{1,2}	{Autosomal,sex,reversal,and,campomelic,dysplasia,are,caused,by,mutations,in,and,around,the,SRY,—,related,gene,SOX9,.}	{", Pasantes , ] , , Bricarelli , F.D. , Keutel , ] .",", Hustert , E , , Wolf , U. , Tommerup , N , , Schempp , W. , Scherer , G. , 1994 ."}	{"Cell 79 , 1111-1120 .","Yao , H , H. , DiNapoli , L. , Capel , B. , 2003 ."}	0.742	0.578	0.998	{INV_VERB_DEP_PATH_POS_[cause]_[prep_in@]_[nsubjpass@],INV_VERB_DEP_PATH_[cause]_[prep_in@]_[nsubjpass@],INV_WORD_SEQ_[TOO_FAR_AWAY],INV_VERB_DEP_PATH_[be]_[prep_in@auxpass]_[nsubjpass@auxpass],INV_VERB_DEP_PATH_POS_[be]_[prep_in@auxpass]_[nsubjpass@auxpass],INV_DEP_PATH_POS_[prep_in@nsubjpass],INV_DEP_PATH_[prep_in@nsubjpass]}	{2.47075,2.47075,-2.15153,-0.603506,-0.603506,-0.233899,-0.233899}
SCPDFS_12.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_12.pdf_437_437_3_3_1_1	FANCA/HP:0001903|Anemia	{3}	{1}	{Fanconi,anemia,proteins,FANCA,",",FANCC,",",and,FANCG/XRCC9,interact,in,a,functional,nuclear,complex,.}	{"Higuera , | .",", Kuang , Y. , Naf , D. , Wasik , J. , and D‘Andrea , A.D. ( 1999 ) ."}	{"Mol .","Cell ."}	0.704	0.916	0.946	{INV_VERB_DEP_PATH_POS_[interact]_[dep-nsubj|NNS@]_[nn-nsubj|NNS@],INV_VERB_DEP_PATH_[interact]_[dep-nsubj|protein@]_[nn-nsubj|protein@],INV_WORD_SEQ_[protein],INV_DEP_PATH_POS_[dep@nn],INV_DEP_PATH_[dep@nn],INV_POS_SEQ_[NNS]}	{0.887202,0.887202,0.650967,-0.548515,-0.54802,-0.437713}
journal.pone.0019120.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0019120.pdf_436_436_1_1_7_7	CFTR/HP:0000027|Azoospermia	{1}	{7}	{Reduced,CFTR,and,CREB,expression,in,human,azoospermia,testes,.}	{"p | osone.org","Figure 4 ."}	{"( A ) Representative immunoinfluoresence staining of CFTR ( red ) and Protamine — 2 ( green ) in normal human ( n = 5 ) and azoospermia patients ( n = 6 ) testes , counterstained with Hoechst ( blue ) .","In the normal human testes , Protamine — 2 positive signals are localized in the round spermatids ( RS , yellow arow ) and elongated spermatids ( ES , white arrow ) ( Stages | ."}	0.756	0.09	0.938	{POS_SEQ_[CC_NN_NN_IN_JJ],DEP_PATH_POS_[dep@nn-prep_in|NNS],VERB_DEP_PATH_[reduce]_[dep@]_[nn-prep_in|testis@],"WORD_SEQ_[and creb expression in human]",DEP_PATH_[dep@nn-prep_in|testis],VERB_DEP_PATH_POS_[reduce]_[dep@]_[nn-prep_in|NNS@]}	{0.546897,0.3536,0,0,0,0}
journal.pone.0003581.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0003581.pdf_275_275_18_18_26_28	BHD/HP:0005584|Renal cell carcinoma	{18}	{26,27,28}	{By,developing,and,subsequently,analyzing,the,conditional,BHD,knockout,mouse,model,",",we,demonstrate,that,the,deletion,of,BHD,in,the,mouse,kidney,leads,to,cystic,renal,cell,carcinoma,(,cystic,RCC,),in,addition,to,polycystic,kidney,and,hyperplasia,.}	{"— .","N ) ."}	{"The cystic RCC was only observed in the older affected mice ( 220 days old ) .","This implies that most of the polycystic kidneys would only present regular cysts and various extents of hyperplasia if the affected mice are sacriﬁced earlier ."}	0.714	0.504	1	{VERB_DEP_PATH_POS_[lead]_[prep_of-nsubj|NN@]_[prep_to@],POS_SEQ_[IN_DT_NN_NN_VBZ_TO_JJ],DEP_PATH_[prep_of-nsubj|deletion@prep_to],VERB_DEP_PATH_[lead]_[prep_of-nsubj|deletion@]_[prep_to@],DEP_PATH_POS_[prep_of-nsubj|NN@prep_to],VERB_DEP_PATH_POS_[demonstrate]_[prep_of-nsubj|NN-ccomp|VBZ@]_[prep_to-ccomp|VBZ@],"WORD_SEQ_[in the mouse kidney lead to cystic]",VERB_DEP_PATH_[develop]_[prep_of-nsubj|deletion-ccomp|lead@prepc_by]_[prep_to-ccomp|lead@prepc_by],VERB_DEP_PATH_POS_[develop]_[prep_of-nsubj|NN-ccomp|VBZ@prepc_by]_[prep_to-ccomp|VBZ@prepc_by],VERB_DEP_PATH_[demonstrate]_[prep_of-nsubj|deletion-ccomp|lead@]_[prep_to-ccomp|lead@]}	{0.897882,-0.142516,0.10927,0.10927,-0.0304716,0,0,0,0,0}
journal.pone.0045129.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0045129.pdf_696_696_23_23_28_28	p53/HP:0002664|Neoplasm	{23}	{28}	{Reincke,1,"\\\\",’,I,",",Karl,IVI,",",Travis,VVH,",",1Vlastorakos,G,",",Allolio,B,",",et,al.,(,1994,),p53,mutations,in,human,adrenocortical,neoplasms,:,immunohistochemical,and,molecular,studies,.}	{"Cerquetti L , Bucci B , Nlarchese R , 1\\\\/Iisiti S , De Paula U , et al. ( 2008 ) 1Vlitotane increases the radiotherapy inhibitory effect and induces G2-arrest in combined treatment on both H295R and SVV13 adrenocortical cell lines .","Endocr Relat Cancer 15 : 6234634 ."}	{"J Clin Endocrinol Nletab 78 ( 3 ) : 7904794 .","Yaginuma Y , I/Vestphal H ( 1992 ) Abnormal structure and expression of the p53 gene in human ovarian carcinoma cell lines ."}	0.798	0.864	0.996	{POS_SEQ_[NNS_IN_JJ_JJ],DEP_PATH_[nn@prep_in],DEP_PATH_POS_[nn@prep_in],"WORD_SEQ_[mutation in human adrenocortical]"}	{0.386778,0.374951,0.356655,0.293763}
journal.pone.0045058.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0045058.pdf_445_445_34_34_29_30	p53/HP:0003003|Colon cancer	{34}	{29,30}	{Based,on,these,ﬁndings,",",we,concluded,that,the,activation,of,AMPK,serves,as,a,central,mediator,in,the,induction,of,cytoprotective,autophagy,in,response,to,DNA,damage,in,colon,cancer,cells,containing,wild-type,p53,but,not,mutant,p53,.}	{"6 , the combined treatment of topotecan with compound C resulted in an increased level of cytotoxicity in human colon cancer cells with wild-type p53 ( HCTll6 and LSI74-T cell lines ) .","However , compound C treatment did not sensitise cells with mutant p53 ( HT29 , SW48O and SW620 cell lines ) to topotecan treatment ."}	{"The Anti — tumour Activity of Topotecan in Combination with the Autophagy Inhibitor in a HCT116 Human Colon Cancer Xenograft Model To explore the in vivo effectiveness of the autophagy inhibitor CQ to sensitise wild-type p53 human colon cancer cells to topotecan treatment , a xenograft model in nude mice was generated .","Athymic nude mice were injected subcutaneously with 4 > < 106 HCT1 16 p53 + / + or HCT1 16 p53 _ / _ cancer cells , and the resulting tumours were allowed to grow for approximately 5 d to produce an average tumour volume of 40 mm3 prior to drug treatment ."}	0.738	0.932	1	{INV_POS_SEQ_[NNS_VBG_JJ],INV_DEP_PATH_[dobj-partmod|contain@nn],INV_VERB_DEP_PATH_POS_[contain]_[dobj@]_[nn@partmod],INV_VERB_DEP_PATH_[contain]_[dobj@]_[nn@partmod],INV_DEP_PATH_POS_[dobj-partmod|VBG@nn],INV_VERB_DEP_PATH_[serve]_[dobj-partmod|contain-prep_in|cell-prep_to|damage@]_[nn-prep_in|cell-prep_to|damage@],"INV_WORD_SEQ_[cell contain wild-type]",INV_VERB_DEP_PATH_POS_[serve]_[dobj-partmod|VBG-prep_in|NNS-prep_to|NN@]_[nn-prep_in|NNS-prep_to|NN@]}	{0.86232,0.011596,0.011596,0.011596,-0.0024175,0,0,0}
journal.pone.0073522.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0073522.pdf_4_4_21_21_10_11	SPINK1/HP:0006280|Chronic pancreatitis	{21}	{10,11}	{A,Conservative,Assessment,of,the,Major,Genetic,Causes,of,Idiopathic,Chronic,Pancreatitis,:,Data,from,a,Comprehensive,Analysis,of,PRSS1,",",SPINK1,",",CTRC,and,CFTR,Genes,in,253,Young,French,Patients}	{"- PLOS r ϘY","OPEN 8 ACCESS Freely available online"}	{"Emmanuelle Masson ” , Jian-Min Chen \\" 3 * , Marie-Pierre Audrézet ” , David N. Cooper ‘ , Claude Férec ‘ ~ 2 ' 3 ' 5 *","1 lnstitut National de la Santé et de la Recherche Médicale , U1078 , Brest , France , 2 Laboratoire de Génétique Moléculaire et d’Histocompatibi | ité , Centre Hospitalier Régional Universitaire Brest , Hopital Morvan , Brest , France , 3 Etablissement Francais du sang — Bretagne , Brest , France , 4 Institute of Medical Genetics , School of Medicine , Cardiff University , Cardiff , United Kingdom , 5 Faculté de Médecine et des Sciences de la Santé , Université de Bretagne Occidentale , Brest , France"}	0.726	0.822	0.998	{"INV_POS_SEQ_[:_NNS_IN_DT_JJ_NN_IN_NN_,]","INV_WORD_SEQ_[: datum from a comprehensive analysis of prss1 ,]","INV_WORD_SEQ_NER_[: datum from a MISC MISC MISC MISC ,]",INV_DEP_PATH_POS_[nn-prep_of|NNS-prep_from|NN-dep|NNS@prep_of-prep_of|NNS],INV_DEP_PATH_[nn-prep_of|gene-prep_from|MISC-dep|datum@prep_of-prep_of|cause]}	{0.276666,0.276666,0.276666,0,0}
journal.pone.0002722.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0002722.pdf_86_86_4_4_12_12	MYC/HP:0002665|Lymphoma	{4}	{12}	{Our,global,mapping,of,MYC,binding,sites,in,a,human,B,cell,lymphoma,model,identiﬁed,over,2000,binding,sites,with,668,direct,Myc,target,genes,gleaned,from,accompanying,microarray,gene,expression,analysis,[,33,],.}	{"Although Myc ’s regulation of glucose metabolism has been well delineated , the connection between Myc and purine or pyrimidine metabolism is not well understood .","It stands to reason , however , that a master regulator such as Myc must somehow couple cell cycle traversal through S-phase with regulation of nucleotide metabolism and energy generation ."}	{"Among the direct Myc target genes is a statistically over-represented small set involved in nucleotide metabolism .","This observation led us to determine comprehensively whether genes involved in both purine and pyrimidine synthesis pathways are directly regulated by Myc ."}	0.792	0.712	1	{DEP_PATH_[nn@nn-prep_in|model],DEP_PATH_POS_[nn@nn-prep_in|NN],"WORD_SEQ_[binding site in a human b cell]",VERB_DEP_PATH_[identiﬁed]_[nn-prep_of|site-nsubj|mapping@]_[nn-prep_in|model-prep_of|site-nsubj|mapping@],VERB_DEP_PATH_POS_[identiﬁed]_[nn-prep_of|NNS-nsubj|NN@]_[nn-prep_in|NN-prep_of|NNS-nsubj|NN@],POS_SEQ_[NN_NNS_IN_DT_JJ_NN_NN]}	{1.1719,0.0140987,0,0,0,0}
SCPDFS_3553.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_3553.pdf_48_48_5_5_8_8	RX/HP:0000528|Anophthalmia	{5}	{8}	{In,humans,",",mutations,in,RX,result,in,anophthalmia,or,microphthalmia,(,Voronina,et,al.,",",2004,),",",a,phenotype,predicted,by,the,mouse,knockout,of,Rx,(,Mathers,et,al.,",",1997,),.}	{"The retinal homeobox genes ( Rx/Rax ) also have important functions related to eye development .","The Rx gene product contains conserved domains including an N — terminal octapeptide domain , a homeodomain , an Rx domain , and a C — terminal orthopedia — aristaless — rx domain ( Mathers et al. , 1997 ; Pan et al. , 2006 ) ."}	{"Loss of rx3 expression in zebraﬁsh and medaka also results in an eyeless phenotype ( Loosli et al. , 2003 ; Rojas .","— ."}	0.748	0.332	0.998	{DEP_PATH_[prep_in-nsubj|mutation@prep_in],POS_SEQ_[VBP_IN],VERB_DEP_PATH_[result]_[prep_in-nsubj|mutation@]_[prep_in@],DEP_PATH_POS_[prep_in-nsubj|NNS@prep_in],VERB_DEP_PATH_POS_[result]_[prep_in-nsubj|NNS@]_[prep_in@],"WORD_SEQ_[result in]"}	{0.575043,-0.411764,0.380037,0.276557,0.203356,0.0259271}
journal.pone.0049570.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0049570.pdf_412_412_10_10_12_12	NF1/HP:0009733|Glioma	{10}	{12}	{We,conﬁrmed,that,CREB,can,positively,regulate,the,expression,of,NF1,in,glioma,cells,",",which,might,explain,the,migration-inhibitory,role,of,CREB,.}	{"Conversely , CREB , which has been previously identiﬁed as a proliferation enhancer of glioma cells [ 24 ] , also functions as a migration inhibitor in glioma cells .","CREB signaling was reported to positively regulate the migration of breast cancer and mesothelioma cells [ 23 ] , and there have been no reports suggesting a similar migration-inhibitory function of CREB in human malignancies ."}	{"In addition to miR — 9 and CREB , other genes have been shown to play dual roles in glioma cells .","For example , under normal glucose conditions , elevated levels of miR-451 promote cell proliferation and decrease cell migration , while in a glucose-scarce environment , a decrease in miR-451 slows the proliferation and enhances the migration of glioma cells [ 32 ] ."}	0.756	0.85	1	{POS_SEQ_[IN],WORD_SEQ_[in],DEP_PATH_POS_[prep_of-dobj|NN@nn-prep_in|NNS],DEP_PATH_[prep_of-dobj|expression@nn-prep_in|cell],VERB_DEP_PATH_[regulate]_[prep_of-dobj|expression@]_[nn-prep_in|cell@],VERB_DEP_PATH_POS_[regulate]_[prep_of-dobj|NN@]_[nn-prep_in|NNS@],VERB_DEP_PATH_[conﬁrmed]_[prep_of-dobj|expression-ccomp|regulate@]_[nn-prep_in|cell-ccomp|regulate@],VERB_DEP_PATH_POS_[explain]_[prep_of-dobj|NN@rcmod-prep_in|NNS]_[nn@rcmod],VERB_DEP_PATH_POS_[conﬁrmed]_[prep_of-dobj|NN-ccomp|VB@]_[nn-prep_in|NNS-ccomp|VB@],VERB_DEP_PATH_[explain]_[prep_of-dobj|expression@rcmod-prep_in|cell]_[nn@rcmod]}	{-1.75808,1.42594,0.920263,0.51322,0,0,0,0,0,0}
